Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
chocolate-chips-1,,,,,,,,,s,,,green,,,,,'202,0.0,shopify,5,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro7.jpg?v=1725791875,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,s,,,blue,,,,,'203,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro4.jpg?v=1725791875,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,m,,,red,,,,,'204,0.0,shopify,6,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro3.jpg?v=1725791875,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,m,,,green,,,,,'205,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro2.jpg?v=1725791874,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,m,,,blue,,,,,'206,0.0,shopify,10,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,l,,,red,,,,,'207,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,l,,,green,,,,,'208,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chocolate-chips-1,,,,,,,,,l,,,blue,,,,,'209,0.0,shopify,1,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sweet-onion-salsa-1,Sweet Onion Salsa,"<p>As opposed to using 'Content here, content here', making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like. It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters</p>
<p>If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc</p>
[product_video]2df62ekI9UY[/product_video]",Vendor 11,Uncategorized,Type 11,"black, navy, pink, purple, violet",true,Color,navy,,,,,,,,'9911,0.0,shopify,1,deny,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro5.jpg?v=1725791876,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sweet-onion-salsa-1,,,,,,,,,purple,,,,,,,,'9912,0.0,shopify,2,deny,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro6.jpg?v=1725791875,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sweet-onion-salsa-1,,,,,,,,,violet,,,,,,,,'9913,0.0,shopify,3,deny,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro7.jpg?v=1725791875,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sweet-onion-salsa-1,,,,,,,,,black,,,,,,,,'9914,0.0,shopify,4,deny,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro4.jpg?v=1725791875,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
sweet-onion-salsa-1,,,,,,,,,pink,,,,,,,,'9915,0.0,shopify,5,deny,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro3.jpg?v=1725791875,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,Chicok Butter with Canola Oil 400ML,"<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[short_description]
<p>Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",Vendor 6,Uncategorized,Type 6,"blue, green, l, m, red, s",true,Size,s,,Color,red,,,,,'201,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro5.jpg?v=1725791876,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,s,,,green,,,,,'202,0.0,shopify,5,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro6.jpg?v=1725791875,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,s,,,blue,,,,,'203,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro7.jpg?v=1725791875,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,m,,,red,,,,,'204,0.0,shopify,6,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro4.jpg?v=1725791875,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,m,,,green,,,,,'205,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro3.jpg?v=1725791875,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,m,,,blue,,,,,'206,0.0,shopify,10,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,l,,,red,,,,,'207,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,l,,,green,,,,,'208,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-2,,,,,,,,,l,,,blue,,,,,'209,0.0,shopify,1,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,Chicok Butter with Canola Oil 400ML,"<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[short_description]
<p>Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",Vendor 6,Uncategorized,Type 6,"blue, green, l, m, red, s",true,Size,s,,Color,red,,,,,'201,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro10.jpg?v=1725791876,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,s,,,green,,,,,'202,0.0,shopify,5,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro5.jpg?v=1725791876,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,s,,,blue,,,,,'203,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro6.jpg?v=1725791875,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,m,,,red,,,,,'204,0.0,shopify,6,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro7.jpg?v=1725791875,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,m,,,green,,,,,'205,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro4.jpg?v=1725791875,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,m,,,blue,,,,,'206,0.0,shopify,10,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,l,,,red,,,,,'207,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,l,,,green,,,,,'208,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml-1,,,,,,,,,l,,,blue,,,,,'209,0.0,shopify,1,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,Chicok Butter with Canola Oil 400ML,"<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[short_description]
<p>Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",Vendor 6,Uncategorized,Type 6,"blue, green, l, m, red, s",true,Size,s,,Color,red,,,,,'201,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro9.jpg?v=1725791876,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
chicok-butter-with-canola-oil-400ml,,,,,,,,,s,,,green,,,,,'202,0.0,shopify,5,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro10.jpg?v=1725791876,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,s,,,blue,,,,,'203,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro5.jpg?v=1725791876,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,m,,,red,,,,,'204,0.0,shopify,6,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro6.jpg?v=1725791875,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,m,,,green,,,,,'205,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro7.jpg?v=1725791875,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,m,,,blue,,,,,'206,0.0,shopify,10,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,l,,,red,,,,,'207,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,l,,,green,,,,,'208,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
chicok-butter-with-canola-oil-400ml,,,,,,,,,l,,,blue,,,,,'209,0.0,shopify,1,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,Turkey Burgers Android 10.0 OS,"<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[short_description]
<p>Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",Vendor 6,Uncategorized,Type 6,"blue, green, l, m, red, s",true,Size,s,,Color,red,,,,,'201,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro4.jpg?v=1725791875,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
turkey-burgers-android-10-0-os,,,,,,,,,s,,,green,,,,,'202,0.0,shopify,5,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro3.jpg?v=1725791875,2,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,s,,,blue,,,,,'203,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro2.jpg?v=1725791874,3,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,m,,,red,,,,,'204,0.0,shopify,6,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro1.jpg?v=1725791874,4,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,m,,,green,,,,,'205,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro8.jpg?v=1725791876,5,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,m,,,blue,,,,,'206,0.0,shopify,10,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,l,,,red,,,,,'207,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,l,,,green,,,,,'208,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
turkey-burgers-android-10-0-os,,,,,,,,,l,,,blue,,,,,'209,0.0,shopify,1,deny,manual,55.00,75.00,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
organic-broccoli-cuts-android-10-0-os-1,Organic Broccoli Cuts Android 10.0 OS,"<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[short_description]
<p>Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur.</p>
[/short_description] [product_description]
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?</p>
<p>Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?</p>
[/product_description]",Vendor 6,Uncategorized,Type 6,"blue, green, l, m, red, s",true,Size,s,,Color,red,,,,,'201,0.0,shopify,0,deny,manual,55.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0701/8899/0684/files/gro9.jpg?v=1725791876,1,"",false,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
